repository,cbo_median,cbo_mean,dit_median,dit_mean,lcom_median,lcom_mean,loc_sum
geoserver,5.0,7.2361247143323535,1.0,1.8206823375775383,1.0,43.99102187397976,763762
gephi,3.0,4.480117203850984,1.0,1.6726663876098786,0.0,24.683968187526162,125587
Geyser,6.0,8.219552609776304,1.0,1.9328914664457333,1.0,34.47390223695112,59382
GhidraMCP,4.0,16.333333333333332,2.0,1.6666666666666667,3.0,459.0,1219
GitHub-Chinese-Top-Charts,0.0,0.0,1.0,1.0,0.0,0.0,5
glide-transformations,5.0,5.555555555555555,2.0,2.1481481481481484,0.0,2.7777777777777777,991
glide,4.0,5.999339933993399,1.0,1.2382838283828383,0.0,19.983498349834985,60889
GmsCore,5.0,5.73049252905368,2.0,1.710016602102933,0.0,14.225235196458218,54595
gnirehtet,2.0,3.765432098765432,1.0,1.1851851851851851,1.0,14.296296296296296,4330
go-lang-idea-plugin,6.0,8.120141342756185,2.0,2.073321554770318,3.0,110.02915194346289,45363
gocd,4.0,7.452029520295203,1.0,1.2501845018450184,0.0,37.63874538745387,268770
GoGoGo,4.0,7.708333333333333,1.0,1.4583333333333333,1.0,12.875,3813
google-authenticator,2.0,3.8852459016393444,1.0,1.6885245901639345,1.0,29.65573770491803,3935
google-java-format,4.0,5.7272727272727275,1.0,1.4242424242424243,1.0,66.8,12753
gpmall,3.0,4.97877358490566,1.0,1.3608490566037736,0.0,8.169811320754716,8865
gradle-retrolambda,3.0,4.6,1.0,1.04,0.0,2.16,623
grafika,5.0,6.407766990291262,2.0,1.7475728155339805,0.0,6.893203883495145,10035
graphhopper,4.0,6.754966887417218,1.0,1.2597498160412068,1.0,32.996320824135395,98839
GravitySnapHelper,4.5,6.375,1.5,1.75,1.0,57.875,610
graylog2-server,6.0,8.09830218290769,1.0,1.3358539021258382,1.0,18.798259380796118,238573
greenDAO,4.0,5.019230769230769,1.0,2.1016483516483517,1.0,47.4532967032967,18545
greys-anatomy,3.0,4.066666666666666,1.0,1.1541666666666666,0.0,6.770833333333333,10774
grobid,3.0,5.287744227353463,1.0,1.2522202486678509,0.0,133.95204262877442,63537
groupie,3.0,5.096774193548387,1.0,1.8279569892473118,0.0,29.903225806451612,3898
grpc-java,3.0,5.6009843237331385,1.0,1.3959168793292016,0.0,13.458986511119212,257377
grpc-spring,6.0,6.605263157894737,1.0,1.4784688995215312,0.0,5.368421052631579,10752
gson,2.0,3.024163568773234,1.0,1.2815985130111525,0.0,20.598513011152416,34449
GSYVideoPlayer,2.0,5.485849056603773,1.0,1.5754716981132075,0.0,55.355345911949684,31928
GT,2.0,3.902857142857143,1.0,1.2952380952380953,0.0,13.67047619047619,55663
guava,2.0,4.039657853810264,1.0,1.8009331259720063,0.0,48.01430793157076,254108
guice,2.5,3.8033505154639173,1.0,1.3041237113402062,0.0,8.454381443298969,84679
guide-rpc-framework,4.0,4.621052631578947,1.0,1.2105263157894737,0.0,1.1894736842105262,2306
GuideView,2.0,3.742857142857143,1.0,1.3714285714285714,1.0,8.228571428571428,1246
h2database,4.0,6.016726403823178,2.0,2.0579450418160095,3.0,176.3500597371565,231123
HaE,1.0,4.149253731343284,1.0,1.6567164179104477,0.0,11.91044776119403,3968
halo,5.0,7.527969830295412,1.0,1.2608422375864237,0.0,6.813953488372093,52258
haven,4.0,6.822784810126582,1.0,1.3924050632911393,1.0,11.772151898734178,4561
hawk,2.0,3.6153846153846154,1.0,1.0384615384615385,1.0,12.961538461538462,834
hazelcast,5.0,7.926133317448025,1.0,1.7562995174837672,1.0,44.81801393935783,1102962
hbase,5.0,8.166681135515235,1.0,1.496744509071968,1.0,69.22172063547183,945437
HeliBoard,4.0,6.666666666666667,1.0,1.4683544303797469,2.0,71.05907172995781,23193
helidon,4.0,5.609758592471358,1.0,1.4370908346972178,1.0,27.551452536824875,404991
hello-algo,2.0,1.8744186046511628,1.0,1.0,1.0,4.706976744186046,7707
hello-algorithm,1.0,1.0,1.0,1.0,0.0,0.0,61
hellocharts-android,3.0,6.30718954248366,1.0,1.522875816993464,1.0,40.294117647058826,10995
hertzbeat,5.0,6.974233983286908,1.0,1.2688022284122562,0.0,10.110027855153204,59643
hibernate-orm,5.0,6.800919739014229,1.0,1.3882949453659303,1.0,76.14169483531168,1066826
HikariCP,3.0,4.383783783783784,1.0,1.2864864864864864,0.0,172.67027027027027,11464
hippo4j,3.0,4.646310432569974,1.0,1.2027141645462256,0.0,5.813401187446989,29660
hive,4.0,6.899656019656019,1.0,1.4133660933660934,1.0,94.15547911547911,2005365
HMCL,4.0,6.775636083269083,1.0,1.6954510408635313,1.0,35.23901310717039,77731
hmily,4.0,5.3717217787913345,1.0,1.2200684150513113,0.0,10.645381984036488,27504
HomeMirror,2.0,2.727272727272727,1.0,1.0757575757575757,0.0,5.348484848484849,1719
hsweb-framework,4.0,6.1605667060212514,1.0,1.344746162927981,0.0,11.190082644628099,24593
HTextView,2.0,4.197802197802198,1.0,1.5604395604395604,0.0,3.4835164835164836,3076
hudi,6.0,9.187017001545595,1.0,1.584676529035107,1.0,60.21351291675867,301417
hugo,7.0,5.714285714285714,1.0,1.1428571428571428,6.0,27.714285714285715,384
hutool,3.0,3.5259789156626504,1.0,1.2827560240963856,0.0,102.20368975903614,131789
Hystrix,2.0,3.340648379052369,1.0,1.570074812967581,0.0,20.253865336658354,62010
iceberg,6.0,8.591409691629956,1.0,1.6779735682819383,2.0,36.15286343612335,313050
IDDD_Samples,3.0,4.7373271889400925,1.0,1.663594470046083,5.0,27.327188940092167,28475
ignite,3.0,5.627029336371404,1.0,1.6548466723630495,0.0,494.3787145162822,1131053
IJPay,5.0,5.589743589743589,1.0,1.36996336996337,0.0,139.4029304029304,14136
im-server,3.0,6.406712734452122,1.0,1.541954590325765,1.0,111.72063178677196,158401
ImagePicker,3.0,5.828947368421052,1.0,1.486842105263158,0.0,23.07894736842105,3685
ImmersionBar,5.0,6.352112676056338,2.0,2.1056338028169015,3.0,159.25352112676057,7237
incubator-seata,4.0,6.561129385964913,1.0,1.8171600877192982,2.0,520.9747807017544,233985
InfiniteCycleViewPager,3.0,5.048780487804878,2.0,1.6341463414634145,0.0,102.53658536585365,3564
Infinity-For-Reddit,4.0,6.934426229508197,1.0,1.5523329129886507,1.0,30.86191677175284,95056
InstaMaterial,2.0,4.7875,1.0,1.5375,0.0,9.9375,2223
InternetArchitect,3.0,4.6845151953690305,1.0,1.1577424023154848,0.0,63.769898697539794,44604
interview,2.0,2.0134932533733134,1.0,1.0374812593703149,1.0,3.4092953523238383,27259
interviews,1.0,1.1945525291828794,1.0,1.0038910505836576,0.0,0.2918287937743191,5621
ion,3.0,4.577854671280277,1.0,1.4602076124567474,0.0,23.598615916955016,9443
IoT-Technical-Guide,3.0,4.085034013605442,1.0,1.248299319727891,0.0,3.163265306122449,5235
iotdb,6.0,8.22838650023116,1.0,1.6065649560795192,1.0,104.87991215903837,753566
ipscan,3.0,4.986945169712794,1.0,1.6657963446475197,0.0,4.151436031331593,12598
itstack-demo-design,2.0,2.167441860465116,1.0,1.1069767441860465,0.0,5.325581395348837,3992
jacoco,3.0,4.260915867944622,1.0,1.4313099041533546,0.0,12.642172523961662,36798
jadx,3.0,4.457162677766216,1.0,1.6670135275754423,0.0,32.03746097814776,128227
janusgraph,4.0,7.016350210970464,1.0,1.4425105485232068,1.0,43.89978902953587,104266
java-algorithms-implementation,3.0,3.710706150341686,1.0,1.5831435079726652,0.0,7.050113895216401,31758
java-design-patterns,3.0,3.3632523759239703,1.0,1.197465681098205,0.0,1.8405491024287224,35484
java-developer-roadmap,0.0,0.0,1.0,1.0,0.0,0.0,5
java-faker,4.0,4.115555555555556,1.0,1.448888888888889,0.0,40.74666666666667,6710
java-jwt,3.5,5.662790697674419,1.0,1.627906976744186,1.0,142.74418604651163,8924
java-learning,1.0,1.0849933598937582,1.0,1.2868525896414342,0.0,0.5962815405046481,10984
java-tron,7.0,8.860774818401937,1.0,1.7590799031476998,1.0,80.76029055690073,150655
Java-WebSocket,2.0,3.5555555555555554,1.0,1.8199233716475096,6.0,36.62068965517241,12805
java8-tutorial,1.0,1.0340909090909092,1.0,1.0,0.0,3.909090909090909,2081
Java,0.0,0.7722132471728594,1.0,1.1777059773828755,0.0,1.0791599353796446,10840
javacpp,5.0,5.911627906976745,2.0,2.0093023255813955,1.0,151.13953488372093,27026
javacv,4.0,6.125560538116592,1.0,2.1300448430493275,1.0,133.99103139013454,26962
javaparser,5.0,8.823915237134209,1.0,1.875882946518668,0.0,295.2891019172553,136829
javapoet,2.0,4.515151515151516,1.0,1.1515151515151516,0.0,129.2929292929293,7543
javassist,1.0,3.388288288288288,1.0,1.553153153153153,0.0,43.90810810810811,83226
JavaTutorial,0.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,14
JAViewer,4.0,5.787709497206704,1.0,1.5977653631284916,0.0,11.64804469273743,6309
JCSprout,1.0,1.962962962962963,1.0,1.0925925925925926,0.0,1.7654320987654322,4399
JCTools,3.0,4.601522842639594,2.5,3.9086294416243654,0.0,19.965736040609137,37082
jd-gui,3.0,4.538083538083538,1.0,2.4176904176904177,1.0,11.115479115479115,19309
JDA,6.0,8.846612062546537,1.0,1.8227848101265822,3.0,127.22859270290395,62383
jedis,3.0,5.454918032786885,1.0,1.4204918032786886,1.0,530.8065573770492,109627
JeecgBoot,4.0,7.167874396135265,1.0,1.182367149758454,0.0,49.893719806763286,46549
jeepay,7.0,8.852727272727273,2.0,1.7836363636363637,0.0,4.290909090909091,17168
jenkins,4.0,6.239093346331952,2.0,1.8971484279795272,0.0,46.245917621252744,186289
jetcache,4.0,6.033632286995516,1.0,1.6367713004484306,0.0,15.908071748878923,18021
jetlinks-community,6.0,8.775244299674267,1.0,1.277958740499457,1.0,11.677524429967427,60350
Jetpack-MVVM-Best-Practice,3.0,4.840336134453781,1.0,1.6218487394957983,0.0,12.0,3691
jetty.project,3.0,5.572459893048128,1.0,1.633957219251337,0.0,25.34826203208556,719579
JFoenix,4.0,6.92,1.0,1.6235294117647059,1.0,22.084705882352942,24546
JGrowing,1.0,1.5263157894736843,1.0,1.0,1.0,1.9473684210526316,329
JiaoZiVideoPlayer,6.0,7.27536231884058,2.0,2.1159420289855073,4.0,56.63768115942029,4511
jib,5.0,7.0625,1.0,1.2215909090909092,0.0,17.071022727272727,35271
jimureport,6.5,6.75,1.0,1.0833333333333333,0.0,2.3333333333333335,300
jitsi,3.0,5.438607398197078,1.0,1.9011501398818775,0.0,39.3705315511346,196435
jjwt,4.0,5.623423423423423,1.0,1.9945945945945946,1.0,25.834234234234234,16052
JKeyboardPanelSwitch,3.0,5.2,1.0,1.3,0.0,7.38,1736
jmeter,4.0,5.494473531122746,2.0,1.9988365328679465,3.0,62.117510180337405,127364
jmonkeyengine,4.0,6.692235441452723,1.0,1.6202254226675015,0.0,53.88603631809643,202967
jna,3.0,4.874418604651162,2.0,2.53276955602537,0.0,44.93784355179704,106804
joda-time,6.0,8.578096947935368,2.0,2.2836624775583485,10.0,295.29443447037704,91613
jodd,3.0,3.9945054945054945,1.0,1.440934065934066,0.0,12.949175824175825,26882
jOOQ,7.0,9.789824348879467,1.0,1.836159903089037,3.0,1676.075105996366,221832
joyagent-jdgenie,4.0,4.792592592592593,1.0,1.1037037037037036,0.0,4.296296296296297,5079
jpexs-decompiler,3.0,5.872041420118343,1.0,1.9233234714003944,1.0,57.625739644970416,345818
JS-Sorting-Algorithm,3.0,3.5833333333333335,1.0,1.0,0.5,2.8333333333333335,389
JsBridge,1.5,3.5,1.0,1.15625,0.0,17.09375,1160
jshERP,3.0,5.825,1.0,1.3277777777777777,13.0,1673.7111111111112,71027
JSON-java,2.0,3.1868131868131866,1.0,1.2197802197802199,3.0,352.0769230769231,12221
JsonPath,3.0,4.557065217391305,1.0,1.486413043478261,0.0,29.29076086956522,16468
jsonschema2pojo,5.0,6.7011070110701105,1.0,1.1402214022140222,0.0,77.68634686346863,14294
jsoup,4.0,6.303921568627451,1.0,1.8063725490196079,1.0,238.74264705882354,37983
JSqlParser,4.0,6.363748458692972,1.0,1.5474722564734895,1.0,515.731196054254,46089
jstorm,4.0,5.544994944388271,1.0,1.551314459049545,1.0,42.374115267947424,296316
junit-framework,3.0,4.708003518029903,1.0,1.3046027557900908,0.0,36.415127528583994,98061
junit4,3.0,3.8681169272603673,1.0,1.4643099932019035,0.0,12.961250849762067,32946
JustAuth,2.0,5.51010101010101,1.0,1.3434343434343434,6.0,12.984848484848484,6054
JustTrustMe,1.0,2.5555555555555554,1.0,1.1851851851851851,0.0,2.7037037037037037,598
jvm-sandbox,2.0,3.4827586206896552,1.0,1.3264367816091953,0.0,12.360919540229885,14407
jvm,0.0,0.0,1.0,1.0,0.0,0.0,5
kafdrop,3.0,5.52,1.0,1.32,0.0,28.21,4215
kafka-ui,5.0,7.243664717348928,1.0,1.510721247563353,1.0,17.13450292397661,18139
kafka,4.0,7.804771465690327,1.0,1.436045824967521,0.0,63.043699066965864,674230
karate,5.0,6.63013698630137,1.0,1.2054794520547945,1.0,115.27568493150685,40088
kestra,6.0,8.207832898172324,1.0,1.4579634464751958,0.0,14.831853785900783,65964
keycloak,4.0,6.849639786195677,1.0,1.5462468045549616,3.0,73.52602835231234,509101
killbill,6.0,8.661481784690954,1.0,1.794924273434302,1.0,28.247237003683995,150948
kkFileView,5.0,6.939024390243903,1.0,1.048780487804878,1.0,167.28048780487805,9418
KnowStreaming,4.0,7.19593147751606,1.0,1.8190578158458244,0.0,10.322269807280515,31517
kylin,5.0,7.797061909758657,1.0,1.499055613850997,1.0,137.6096537250787,317802
lamp-cloud,7.0,7.732926829268293,1.0,1.278048780487805,0.0,7.151219512195122,18730
langchain4j,4.0,6.092105263157895,1.0,1.1887034659820281,1.0,17.018613607188705,126633
languagetool,4.0,5.384408602150538,1.0,1.5913978494623655,1.0,55.20161290322581,212867
lanproxy,3.0,4.238095238095238,1.0,1.1904761904761905,0.0,8.206349206349206,2668
Launcher3,3.0,7.240404040404041,1.0,1.4747474747474747,0.0,63.68080808080808,60130
lawnchair,5.0,10.318769230769231,1.0,1.5846153846153845,1.0,97.1003076923077,248520
LayoutManagerGroup,3.0,4.9523809523809526,2.0,1.5714285714285714,0.0,9.142857142857142,2285
Leaf,1.5,3.475,1.0,1.425,0.0,11.25,1305
learning-note,2.0,2.1945288753799392,1.0,1.1732522796352585,0.0,2.893617021276596,13368
learning-spark,2.0,2.827067669172932,1.0,1.0150375939849625,0.0,1.7969924812030076,2295
leet-code,2.0,2.0246913580246915,1.0,1.0,0.0,1.0864197530864197,2109
LeetCode-Book,1.0,1.3333333333333333,1.0,1.0,0.0,0.08527131782945736,3121
leetcode-editor,4.0,6.32890365448505,1.0,1.7375415282392026,0.0,20.13621262458472,13421
LeetCodeAnimation,1.0,1.0,1.0,1.0,0.0,0.0,78
leetcode,1.0,1.5528107372106594,1.0,1.0003890293717175,0.0,0.28788173507099785,140344
lettuce,4.0,6.308910891089109,1.0,1.3925742574257425,0.0,166.4569306930693,109320
libgdx,3.0,5.116267708842208,1.0,1.7979970688812896,0.0,3442.935515388373,291899
library,5.0,6.788617886178862,1.0,1.0406504065040652,0.0,5.430894308943089,1770
libsvm,1.5,3.264705882352941,1.0,1.3529411764705883,0.0,19.61764705882353,3152
light-4j,3.0,4.57246963562753,1.0,1.1708502024291498,0.0,23.34493927125506,68710
lilishop,5.0,7.614690721649485,1.0,1.3170103092783505,0.0,13.322164948453608,42828
Linkage-RecyclerView,5.0,6.4,1.0,1.5466666666666666,1.0,10.386666666666667,2552
linuxdeploy,5.0,7.162162162162162,2.0,1.6486486486486487,3.0,35.891891891891895,2693
liquibase,4.0,6.8318025258323765,2.0,1.7956371986222732,3.0,65.43685419058554,98867
ListViewAnimations,5.0,6.474452554744525,2.0,2.0583941605839415,0.0,10.459854014598541,5697
litemall,3.0,4.6175040518638575,1.0,1.1264181523500811,1.0,1532.8849270664505,90884
LitePal,3.0,5.009950248756219,1.0,1.6517412935323383,0.0,49.44776119402985,11830
LiveEventBus,2.0,3.227272727272727,1.0,1.1103896103896105,0.0,4.035714285714286,7782
LoadingDrawable,4.0,6.507692307692308,1.0,1.4461538461538461,1.0,15.830769230769231,4428
logger,6.0,5.833333333333333,1.0,1.1666666666666667,0.0,14.944444444444445,827
logisim-evolution,4.0,5.961154855643045,2.0,2.4288713910761155,1.0,28.233070866141734,161654
logstash,4.0,5.4192037470726,1.0,1.6416861826697893,1.0,21.126463700234194,40167
lottie-android,5.0,6.897610921501706,1.0,1.286689419795222,0.0,33.41296928327645,17883
LSPatch,2.0,4.342465753424658,1.0,1.3493150684931507,0.0,23.876712328767123,7008
LSPosed,3.0,5.522248243559719,1.0,1.6463700234192038,0.0,48.114754098360656,22952
LSPosed_mod,3.0,5.574944071588367,1.0,1.6241610738255035,0.0,50.20134228187919,24128
Luban,1.0,2.9655172413793105,1.0,1.1724137931034482,1.0,10.862068965517242,1088
lucida,5.0,6.548507462686567,1.0,1.6119402985074627,1.0,23.51865671641791,23221
Luyten,1.0,2.3488372093023258,1.0,1.5426356589147288,0.0,15.449612403100776,6750
lwjgl3,6.0,6.761631419939577,2.0,2.376334340382679,91.0,970.6160120845922,1086656
MagicCamera,3.0,3.5426136363636362,1.0,1.4659090909090908,0.0,7.630681818181818,14543
MagicIndicator,4.0,5.0,1.0,1.3398058252427185,3.0,26.941747572815533,4533
mall-learning,3.0,4.971887550200803,1.0,1.104417670682731,0.0,229.51004016064257,14384
mall-swarm,3.0,3.787958115183246,1.0,1.2316753926701571,13.0,1106.2290575916231,101603
MallChat,5.0,6.236486486486487,1.0,1.2027027027027026,0.0,4.4391891891891895,9260
mall,3.0,3.9342105263157894,1.0,1.2394736842105263,13.0,1110.803947368421,100903
malmo,5.0,7.0503597122302155,2.0,2.143884892086331,1.0,12.848920863309353,19130
mapdb,2.0,3.2395437262357416,1.0,2.0228136882129277,0.0,81.84790874524715,20198
Mapper,4.0,5.056768558951965,1.0,1.24235807860262,0.0,36.1768558951965,19104
mapstruct,2.0,3.824989116238572,1.0,1.1689159773617763,0.0,10.468437091858947,96528
markor,4.0,6.90519877675841,1.0,1.5045871559633028,1.0,132.81957186544344,28782
MarqueeView,4.0,5.409090909090909,1.0,1.3636363636363635,0.0,5.454545454545454,804
Material-Animations,2.0,4.4,1.0,1.4666666666666666,0.0,4.7555555555555555,1010
material-calendarview,4.0,6.454545454545454,1.0,1.5340909090909092,0.0,69.01136363636364,3658
material-components-android,4.0,7.12621359223301,1.0,1.5378640776699029,1.0,91.92330097087378,114509
material-theme-jetbrains,3.0,4.330532212885154,2.0,2.2549019607843137,1.0,84.42296918767506,14517
material,3.0,6.511475409836065,1.0,1.6459016393442623,1.0,54.49508196721312,27346
MaterialDateTimePicker,5.0,6.589041095890411,1.0,1.4657534246575343,1.0,127.63013698630137,7536
MaterialDesignLibrary,3.0,4.536585365853658,1.0,1.8170731707317074,0.0,6.7560975609756095,2927
MaterialEditText,2.0,5.653846153846154,1.0,1.3076923076923077,0.0,742.8461538461538,3385
MaterialSearchView,2.0,4.048780487804878,1.0,1.3170731707317074,1.0,22.658536585365855,1361
MaterialViewPager,3.0,4.545454545454546,1.0,1.2954545454545454,0.0,9.386363636363637,1616
Matisse,5.0,6.657894736842105,1.0,1.394736842105263,0.0,8.078947368421053,3418
matrix,3.0,5.680545585068198,1.0,1.3431442928930366,0.0,12.894472361809045,79032
maven,3.0,5.559912256649301,1.0,1.5522347134631205,1.0,46.34713463120373,163479
maxwell,4.0,6.108974358974359,1.0,1.6217948717948718,0.0,32.13782051282051,17755
mcaselector,5.0,6.8474576271186445,1.0,2.4369114877589455,1.0,22.178907721280602,36373
megabasterd,1.0,2.7611940298507465,1.0,1.4875621890547264,0.0,85.72139303482587,20673
metersphere,3.0,6.677915766738661,1.0,1.2980561555075594,0.0,445.99163066954645,322032
metrics,4.0,5.482558139534884,1.0,1.3517441860465116,0.0,9.536337209302326,28505
miaosha,3.0,4.146853146853147,1.0,1.1258741258741258,0.0,14.3006993006993,8581
micrometer,4.0,5.738132498695879,1.0,1.2889932185706834,0.0,19.99374021909233,80327
micronaut-core,4.0,5.760945529290853,1.0,1.3229188078108942,0.0,36.353956834532376,174083
microservices-platform,5.0,6.356125356125356,1.0,1.2507122507122508,0.0,6.435897435897436,7665
midjourney-proxy,5.0,5.9,1.0,1.2444444444444445,0.0,5.811111111111111,2787
MifareClassicTool,9.0,11.090909090909092,3.0,2.272727272727273,3.0,106.03030303030303,6633
MinecraftForge,6.0,7.132695756126719,1.0,2.172145845786013,1.0,37.91213389121339,63191
mini-spring,2.0,3.4093959731543624,1.0,1.221476510067114,0.0,5.080536912751678,2472
mit-deep-learning-book-pdf,0.0,0.0,1.0,1.0,0.0,0.0,2
mlkit,5.0,7.670157068062827,1.0,1.5340314136125655,0.0,8.115183246073299,9937
mockito,2.0,3.4723809523809526,1.0,1.4004761904761904,0.0,18.329047619047618,52190
mockserver,5.0,7.27321911632101,1.0,1.6871055004508566,1.0,95.82236248872859,65134
moco,5.0,5.819757365684575,1.0,1.5389948006932408,1.0,34.65684575389948,17542
mosby,3.0,5.380664652567976,1.0,1.6117824773413898,0.0,9.637462235649547,17138
motan,4.0,5.951306413301663,1.0,1.4334916864608076,1.0,32.55463182897862,46718
MPAndroidChart,5.0,8.843137254901961,1.0,1.9803921568627452,1.0,91.0326797385621,21111
mpush,3.0,4.731155778894473,1.0,1.3442211055276383,1.0,24.565326633165828,15032
MusicBot,5.0,6.741935483870968,3.0,2.5053763440860215,1.0,10.591397849462366,4097
MVPArms,5.0,6.644295302013423,1.0,1.2818791946308725,3.0,32.100671140939596,5986
MVVMHabit,2.0,3.58307210031348,1.0,1.2727272727272727,0.0,15.764890282131661,9110
My-Blog,3.0,4.758620689655173,1.0,1.0517241379310345,5.0,29.551724137931036,2411
mybatis-3,2.0,3.5389908256880735,1.0,1.239678899082569,0.0,20.951834862385322,60434
mybatis-generator-gui,5.0,7.17948717948718,1.0,1.4871794871794872,3.0,69.94871794871794,3047
Mybatis-PageHelper,6.0,5.8121546961325965,1.0,1.441988950276243,0.0,29.640883977900554,7390
mybatis-plus,4.0,5.911708253358925,1.0,1.3320537428023032,0.0,25.030710172744723,39066
mybatis,2.0,3.734359961501444,1.0,1.304138594802695,0.0,21.467757459095285,39118
MyBookshelf,4.0,6.336322869955157,1.0,1.4693572496263079,1.0,58.66218236173393,48375
Mycat-Server,3.0,4.895429899302866,1.0,1.2943454686289697,0.0,78.48799380325329,92943
nacos,3.0,5.715816326530613,1.0,1.2846938775510204,0.0,22.882908163265306,180192
nanohttpd,3.0,4.340277777777778,1.0,1.7916666666666667,1.0,22.15972222222222,7106
NavigationTabBar,2.0,4.017241379310345,1.0,1.3103448275862069,0.5,57.5,2538
netty-socketio,3.0,4.964497041420119,1.0,1.2662721893491125,0.0,33.01775147928994,6233
netty,3.0,4.422535211267606,1.0,1.505012054307829,0.0,67.11508691790382,380459
newbee-mall,2.0,5.033707865168539,1.0,1.0674157303370786,4.0,34.91011235955056,3935
NewPipe,5.0,8.296928327645052,1.0,1.6450511945392492,1.0,43.22696245733788,41571
nifi,4.0,7.237727411322289,1.0,1.4991360910661653,1.0,55.91411728834231,624752
NineOldAndroids,2.0,4.2898550724637685,1.0,1.434782608695652,0.0,30.144927536231883,7585
NoHttp,3.0,4.456140350877193,1.0,1.5,1.0,45.64912280701754,8428
novel-plus,3.0,6.47921760391198,1.0,1.2102689486552567,1.0,46.62836185819071,15305
novel,2.0,4.415841584158416,1.0,1.0693069306930694,0.0,20.485148514851485,4544
NullAway,2.0,4.555944055944056,1.0,1.222027972027972,0.0,51.71328671328671,23361
NumberProgressBar,0.5,3.1666666666666665,1.0,1.3333333333333333,0.0,91.83333333333333,380
objectbox-java,4.0,5.127551020408164,1.0,1.7551020408163265,0.0,103.66071428571429,24395
oblivion,4.0,5.637931034482759,1.0,1.4827586206896552,0.5,11.620689655172415,2641
okdownload,4.0,6.443148688046647,1.0,1.2653061224489797,0.0,35.25947521865889,18986
okhttp-OkGo,5.0,5.650969529085873,1.0,1.6232686980609419,0.0,19.445983379501385,13418
okhttputils,2.5,3.7285714285714286,1.0,1.457142857142857,0.0,6.2,1961
onedev,4.0,5.833617747440273,1.0,1.4098000975134082,0.0,26.128839590443686,329357
open-location-code,3.0,4.955223880597015,1.0,1.1791044776119404,0.0,4.552238805970149,2295
openai-java,4.0,5.387878787878788,1.0,1.084848484848485,0.0,15.55151515151515,2783
openapi-generator,3.0,5.15514061779622,1.0,1.2431996311664362,0.0,83.26532964499769,256810
opengrok,3.0,5.351950354609929,1.0,1.6382978723404256,1.0,78.87765957446808,70623
OpenHub,4.0,6.7560975609756095,1.0,1.6326219512195121,1.0,32.92835365853659,24549
OpenPDF,4.0,5.935243553008596,1.0,1.859025787965616,1.0,91.47163323782235,154011
OpenRefine,5.0,6.670235546038544,1.0,1.6859386152748037,1.0,12.775160599571734,73059
OpenSearch,5.0,7.458486446184161,1.0,1.7338765510997496,1.0,38.48612664429888,1265855
opentsdb,4.0,7.139874739039666,1.0,1.2839248434237995,0.0,64.87578288100208,104636
orientdb,4.0,6.492151798132326,1.0,1.6203059805285118,1.0,310.214583747268,448859
oshi,4.0,5.519461077844311,1.0,1.589820359281437,1.0,31.74550898203593,36137
OsmAnd,5.0,8.731751824817518,1.0,1.6138022561380225,1.0,105.70255474452554,682594
otter,3.0,4.613425925925926,1.0,1.373456790123457,1.0,32.454475308641975,68163
otto,1.0,2.4352941176470586,1.0,1.388235294117647,0.0,3.552941176470588,1987
paascloud-master,4.0,6.10377358490566,1.0,1.3153638814016173,0.0,5.4568733153638815,16428
packer-ng-plugin,2.0,2.806451612903226,1.0,1.3870967741935485,1.0,18.64516129032258,1776
PageIndicatorView,4.0,5.513888888888889,1.0,1.5,1.0,22.805555555555557,3532
Paper,5.0,6.896758703481392,1.0,1.6857142857142857,1.0,111.82184873949579,160600
pdfsam,5.0,6.962382445141066,1.0,1.40282131661442,0.0,4.830721003134796,19305
PeerBanHelper,4.0,6.717693836978131,1.0,1.337972166998012,0.0,15.526838966202783,21614
pentaho-kettle,2.0,6.003848219080007,1.0,1.2768032933595848,0.0,82.59244675138714,780505
PermissionsDispatcher,0.0,1.6218487394957983,1.0,1.226890756302521,3.0,34.378151260504204,3184
